#,MLS,Stat,Type,Address,ZipCode,City,City Code,State,List/Sell,Days on Market,Bds,Bths,SF,Start Date,Acres,Source,Lot Square Footage,Property Type,SchoolDistric,Livability Index,#,,,,Town,Livability Index
134,1711335,S,RESI,18113 SE 240th Place,98042,Covington,330,WA,"556,215",125,3,2.25,1565,05/19/2021  ,0.103,Builder Plans,4465,Single Family,Kent,0,483,,,,,
134,1605733,S,RESI,18112 SE 242nd St,98042,Covington,330,WA,"566,304",76,3,2.5,2265,05/01/2021  ,0.103,Builder Plans,4465,Single Family,Kent,0,484,,,,,
135,1780892,A,RESI,10820 SE 21st St,98004,Bellevue,520,WA,"1,598,000",31,4,2,3299,05/25/2021  ,0.174,Public Records,7575,Single Family,Bellevue,83,485,,,,,
135,1749225,S,RESI,16218 SE 256th Place,98042,Covington,330,WA,"570,000",11,3,2.5,1810,05/12/2021  ,0.106,Public Records,4611,Single Family,Kent,0,486,,,,,
135,1762974,S,RESI,17121 SE 248th Place,98042,Covington,330,WA,"575,000",3,3,2.5,1920,05/28/2021  ,0.197,KCR,8578,Single Family,Kent,0,487,,,,,
135,1752797,S,RESI,25808 SE 188th Ave,98042,Covington,330,WA,"600,000",6,3,2.25,1600,05/06/2021  ,0.19,Realist,8267,Single Family,Kent,0,488,,,,,
135,1757093,S,RESI,25726 163rd Ave SE,98042,Covington,330,WA,"655,000",5,3,2.5,2350,05/20/2021  ,0.138,KCAR,6006,Single Family,Kent,0,489,,,,,
135,1742176,S,RESI,13827 SE 237th PL,98042,Kent,330,WA,"701,000",5,3,2.5,1910,05/05/2021  ,0.21,KCR,9153,Single Family,Kent,0,490,,,,,
135,1751131,S,RESI,30923 202nd Ave SE,98042,Kent,330,WA,"815,000",4,3,2.5,2620,05/26/2021  ,2.6,Realist,113256,Single Family,Kent,0,491,,,,,
135,1750153,S,RESI,16004 SE 264th Place,98042,Covington,330,WA,"845,000",0,3,2.5,2840,04/30/2021  ,0.281,KCR,12240,Single Family,Kent,0,492,,,,,
135,1782324,A,RESI,25732 179th Place SE,98042,Covington,330,WA,"600,000",2,4,2.5,2640,05/28/2021  ,0.115,Public Records,5000,Single Family,Kent,0,493,,,,,
135,1743015,A,RESI,26819 164th Ave SE,98042,Kent,330,WA,"669,990",56,4,2.5,3900,05/13/2021  ,0.67,KCR,29185,Single Family,Kent,0,494,,,,,
135,1761066,A,RESI,27627 154th Place SE,98042,Kent,330,WA,"799,950",13,4,3,3061,05/28/2021  ,0.143,Realist,6227,Single Family,Kent,0,495,,,,,
136,1764094,A,RESI,3264 112th Ave SE,98004,Bellevue,520,WA,"3,700,000",33,4,2,1790,04/27/2021  ,0.406,Realist,17668,Single Family,Bellevue,83,496,,,,,
136,1729757,A,RESI,13233 SE 264th Place #lot 4,98042,Kent,330,WA,"884,950",101,4,2.5,3031,02/18/2021  ,0.165,Site plan,7187,Single Family,Kent,0,497,,,,,
136,1746211,S,RESI,17302 SE 257th St,98042,Covington,330,WA,"590,000",6,4,2.5,1850,05/06/2021  ,0.237,REALIST,10333,Single Family,Kent,0,498,,,,,
136,1749748,S,RESI,17021 SE 262nd St,98042,Covington,330,WA,"630,000",5,4,2.5,2200,05/27/2021  ,0.108,Realist,4686,Single Family,Kent,0,499,,,,,
136,1749029,S,RESI,24201 185th Lp SE,98042,Covington,330,WA,"642,000",7,4,2.5,2550,05/04/2021  ,0.115,Public Records,5000,Single Family,Kent,0,500,,,,,
136,1762390,S,RESI,22731 132nd Place SE,98042,Kent,330,WA,"650,000",6,4,2.5,2780,05/30/2021  ,0.148,County Records,6461,Single Family,Kent,0,501,,,,,
136,1764282,S,RESI,18613 SE 241st St,98042,Covington,330,WA,"675,000",21,4,2.5,2950,05/29/2021  ,0.115,King County Records,5028,Single Family,Kent,0,502,,,,,
136,1767921,S,RESI,25210 135th Ave SE,98042,Kent,330,WA,"688,000",4,4,2.5,2482,05/27/2021  ,0.132,Realist,5733,Single Family,Kent,0,503,,,,,
136,1749953,S,RESI,17536 SE 259th Pl,98042,Covington,330,WA,"705,000",7,4,2.5,2060,05/05/2021  ,0.157,Realist,6820,Single Family,Kent,0,504,,,,,
136,1756808,S,RESI,16203 SE 249th Place,98042,Covington,330,WA,"750,000",4,4,2.5,3110,05/13/2021  ,0.13,King County,5668,Single Family,Kent,0,505,,,,,
136,1754885,S,RESI,13269 SE 245th St,98042,Kent,330,WA,"780,000",6,4,2.75,3710,05/24/2021  ,0.341,Public Records,14849,Single Family,Kent,0,506,,,,,
137,1756214,S,RESI,10255 NE 20th Place,98004,Bellevue,520,WA,"1,896,000",5,4,2,2630,05/19/2021  ,0.199,Tax Records,8676,Single Family,Bellevue,83,507,,,,,
137,1761915,S,RESI,13248 SE 247th St,98042,Kent,330,WA,"799,500",4,4,2.75,3620,05/27/2021  ,0.303,KCR,13208,Single Family,Kent,0,508,,,,,
137,1753157,S,RESI,13554 SE 249th Place,98042,Kent,330,WA,"820,000",6,4,2.75,3580,05/27/2021  ,0.368,Title,16036,Single Family,Kent,0,509,,,,,
137,1746684,S,RESI,14326 SE 243rd St,98042,Kent,330,WA,"832,000",6,4,2.25,2140,04/30/2021  ,0.782,Realist- Buyer to Verify,34058,Single Family,Kent,0,510,,,,,
137,1748167,S,RESI,27818 153rd Place SE,98042,Kent,330,WA,"835,000",4,4,3,2992,05/19/2021  ,0.168,King county records,7334,Single Family,Kent,0,511,,,,,
137,1744426,S,RESI,15101 SE 235th St,98042,Kent,330,WA,"950,000",8,4,2.75,3120,05/07/2021  ,2.969,Public Records,129323,Single Family,Kent,0,512,,,,,
137,1746334,S,RESI,21011 135th Place SE,98042,Kent,330,WA,"1,334,000",4,4,2.5,3563,05/12/2021  ,7.82,Public Records,340639,Single Family,Kent,0,513,,,,,
137,1772667,A,RESI,26221 174th Ave SE,98042,Covington,330,WA,"549,950",11,5,2.5,2600,05/25/2021  ,0.317,KCR,13800,Single Family,Kent,0,514,,,,,
137,1741496,S,RESI,25627 162nd Place SE,98042,Covington,330,WA,"620,000",7,5,2.5,2400,05/05/2021  ,0.112,King County,4870,Single Family,Kent,0,515,,,,,
137,1756344,S,RESI,27825 148th Wy SE,98042,Kent,330,WA,"650,000",2,5,2.5,2480,05/25/2021  ,0.137,realest,5989,Single Family,Kent,0,516,,,,,
137,1754717,S,RESI,16439 SE 260th St,98042,Covington,330,WA,"670,000",5,5,2.75,2910,05/14/2021  ,0.116,Realist,5051,Single Family,Kent,0,517,,,,,
138,1741446,S,RESI,3015 106th Ave SE,98004,Bellevue,520,WA,"1,700,000",38,3,2.25,2282,05/27/2021  ,0.221,Tax Records,9625,Single Family,Bellevue,83,518,,,,,
138,1756542,S,RESI,24428 184th Ct SE,98042,Covington,330,WA,"645,500",4,3,3.5,2410,05/19/2021  ,0.103,Realist - Buyer to Verify,4492,Single Family,Kent,0,519,,,,,
138,1610906,S,RESI,13504 SE 265th St #16,98042,Kent,330,WA,"783,300",167,3,3.5,3434,05/28/2021  ,0.22,builder records,9600,Single Family,Kent,0,520,,,,,
138,1769975,A,RESI,13256 SE 227th Place,98042,Kent,330,WA,"699,950",16,4,3.25,2950,05/14/2021  ,0.114,KCR,4975,Single Family,Kent,0,521,,,,,
138,1748416,A,RESI,13230 SE 264th Place #lot14,98042,Kent,330,WA,"834,950",76,4,3.5,2817,03/26/2021  ,0.14,Plat Map,6106,Single Family,Kent,0,522,,,,,
138,1570882,S,RESI,26423 134th Place SE #lot8,98042,Kent,330,WA,"701,661",177,4,3.25,2853,05/28/2021  ,0.126,Site plan,5508,Single Family,Kent,0,523,,,,,
138,1759203,S,RESI,42817 SE 176th St,98045,North Bend,540,WA,"651,000",6,3,1,906,05/26/2021  ,0.216,Public Records,9430,Single Family,Snoqualmie,0,524,,,,,
138,1762309,A,RESI,108 W 6th St,98045,North Bend,540,WA,"279,000",25,1,1,630,05/05/2021  ,0.069,Public Records,3000,Single Family,Snoqualmie,0,525,,,,,
138,1736767,S,RESI,104 W 6th St,98045,North Bend,540,WA,"362,000",9,2,1,910,05/20/2021  ,0.127,KCR,5541,Single Family,Snoqualmie,0,526,,,,,
138,1753225,S,RESI,14502 444th Ave SE,98045,North Bend,540,WA,"515,000",4,2,1,800,05/17/2021  ,0.215,Realist- Buyer to Verify,9350,Single Family,Snoqualmie,0,527,,,,,
138,1748184,S,RESI,44543 SE 147th St,98045,North Bend,540,WA,"600,000",5,3,1,1440,05/01/2021  ,0.255,King County Records,11100,Single Family,Snoqualmie,0,528,,,,,
139,1741419,S,RESI,3224 111th Ave SE,98004,Bellevue,520,WA,"1,805,000",4,3,2.25,2750,05/18/2021  ,0.264,KCR,11505,Single Family,Bellevue,83,529,,,,,
139,1726771,A,RESI,8505 436th Ave SE,98045,North Bend,540,WA,"1,698,800",80,2,1.5,2950,03/11/2021  ,12.387 ,public records,539597,Single Family,Snoqualmie,0,530,,,,,
139,1752124,S,RESI,43925 SE 136th St,98045,North Bend,540,WA,"340,000",5,2,1.75,,05/14/2021  ,0.453,Realist,19734,Single Family,Snoqualmie,0,531,,,,,
139,1747302,S,RESI,1242 Haystack Ave SE,98045,North Bend,540,WA,"710,000",7,2,2,1780,05/12/2021  ,0.11,KCR,4803,Single Family,Snoqualmie,0,532,,,,,
139,1752619,A,RESI,46224 SE 134th St,98045,North Bend,540,WA,"594,900",56,3,1.75,,04/04/2021  ,1.17,King County,50965,Single Family,Snoqualmie,0,533,,,,,
139,1782925,A,RESI,13820 439th Place SE,98045,North Bend,540,WA,"644,900",1,3,1.75,1200,05/29/2021  ,0.339,King County,14770,Single Family,Snoqualmie,0,534,,,,,
139,1781524,A,RESI,121 W 6th Street,98045,North Bend,540,WA,"650,000",3,3,2,1580,05/27/2021  ,0.267,Realist,11620,Single Family,Snoqualmie,0,535,,,,,
139,1723829,A,RESI,46141 SE Edgewick Rd,98045,North Bend,540,WA,"749,999",71,3,2,1890,04/29/2021  ,3.06,Realist,133293,Single Family,Snoqualmie,0,536,,,,,
139,1782707,A,RESI,12417 398th Ave SE,98045,North Bend,540,WA,"825,000",1,3,2,1490,05/29/2021  ,6.342,realist,276265,Single Family,Snoqualmie,0,537,,,,,
139,1757940,S,RESI,13521 434th Ave SE,98045,North Bend,540,WA,"700,000",5,3,2,1360,05/27/2021  ,0.23,King County,10000,Single Family,Snoqualmie,0,538,,,,,
139,1751217,S,RESI,43201 SE 176th St,98045,North Bend,540,WA,"725,000",1,3,1.5,1360,05/10/2021  ,0.22,Realist,9600,Single Family,Snoqualmie,0,539,,,,,
140,1770631,S,RESI,3829 95th Ave NE,98004,Yarrow Point,520,WA,"2,350,000",5,3,2.5,2970,05/26/2021  ,0.277,Tax Records,12072,Single Family,Bellevue,85,540,,,,,
140,1744360,S,RESI,16927 454 th Ave SE,98045,North Bend,540,WA,"745,000",3,3,2,1430,05/10/2021  ,0.649,Title,28283,Single Family,Snoqualmie,0,541,,,,,
140,1562422,S,RESI,3087 SE 14th Wy #35,98045,North Bend,540,WA,"760,588",130,3,2,1658,05/18/2021  ,0.126,plans,5500,Single Family,Snoqualmie,0,542,,,,,
140,1758890,S,RESI,49102 SE 115th St,98045,North Bend,540,WA,"830,000",5,3,2,1480,05/25/2021  ,4.98,King Co,216928,Single Family,Snoqualmie,0,543,,,,,
140,1562423,S,RESI,3019 SE 14th Wy #39,98045,North Bend,540,WA,"855,122",68,3,2,2156,05/28/2021  ,0.127,plans,5511,Single Family,Snoqualmie,0,544,,,,,
140,1756175,S,RESI,1107 NW 14th St,98045,North Bend,540,WA,"876,500",5,3,1.75,1870,05/27/2021  ,2.85,Public records,124146,Single Family,Snoqualmie,0,545,,,,,
140,1774939,A,RESI,42426 SE 149th Place,98045,North Bend,540,WA,"1,999,900",15,4,2.75,3890,05/15/2021  ,5.54,King County,241326,Single Family,Snoqualmie,0,546,,,,,
140,1749452,S,RESI,1281 Haystack Ave SE,98045,North Bend,540,WA,"742,000",2,2,2.25,1880,05/06/2021  ,0.08,Realist,3478,Single Family,Snoqualmie,0,547,,,,,
140,1754905,S,RESI,43104 SE 174th St,98045,North Bend,540,WA,"700,000",2,3,2.5,1780,05/18/2021  ,0.143,Realist,6240,Single Family,Snoqualmie,0,548,,,,,
140,1762359,S,RESI,16816 426th Place SE,98045,North Bend,540,WA,"742,500",5,3,2.5,2010,05/18/2021  ,0.234,Realist,10200,Single Family,Snoqualmie,0,549,,,,,
140,1748736,S,RESI,16916 464th Wy SE,98045,North Bend,540,WA,"750,000",4,3,2.5,1530,04/30/2021  ,0.93,Realist,40500,Single Family,Snoqualmie,0,550,,,,,
141,1759557,S,RESI,10935 SE 23rd St,98004,Bellevue,520,WA,"1,505,000",6,4,2.75,2920,05/28/2021  ,0.377,KCR,16416,Single Family,Bellevue,83,551,,,,,
141,1765143,S,RESI,43826 SE 150th St,98045,North Bend,540,WA,"880,950",4,3,2.5,2060,05/27/2021  ,0.278,MLS,12096,Single Family,Snoqualmie,0,552,,,,,
141,1757612,S,RESI,44525 SE 142nd Pl,98045,North Bend,540,WA,"926,000",5,3,2.5,2096,05/21/2021  ,0.535,Realist,23287,Single Family,Snoqualmie,0,553,,,,,
141,1758058,S,RESI,14401 444th Ave SE,98045,North Bend,540,WA,"956,000",5,3,2.25,1870,05/05/2021  ,0.329,KCR,14330,Single Family,Snoqualmie,0,554,,,,,
141,1754137,S,RESI,14022 475th Ave SE,98045,North Bend,540,WA,"957,000",5,3,2.5,1780,05/12/2021  ,1.09,County Records,47480,Single Family,Snoqualmie,0,555,,,,,
141,1755762,S,RESI,13606 432nd Ave SE,98045,North Bend,540,WA,"985,000",5,3,2.25,1670,05/21/2021  ,2,King County,87120,Single Family,Snoqualmie,0,556,,,,,
141,1781061,A,RESI,445 SE 9th St,98045,North Bend,540,WA,"850,000",4,4,2.5,2000,05/26/2021  ,0.167,Realist,7267,Single Family,Snoqualmie,0,557,,,,,
141,1781593,A,RESI,1128 SE 11th Place,98045,North Bend,540,WA,"949,950",3,4,2.5,2630,05/27/2021  ,0.174,Realist,7586,Single Family,Snoqualmie,0,558,,,,,
141,1754854,S,RESI,196 Tinkham Ave NE,98045,North Bend,540,WA,"800,000",4,4,2.75,1860,05/19/2021  ,0.068,Public Records,2971,Single Family,Snoqualmie,0,559,,,,,
141,1655274,S,RESI,1768 Canyon Ave SE #2007,98045,North Bend,540,WA,"870,437",5,4,2.5,2692,05/12/2021  ,0.194,Plat Map,8437,Single Family,Snoqualmie,0,560,,,,,
141,1593914,S,RESI,1369 Pratt Ave SE #64,98045,North Bend,540,WA,"921,975",58,4,3,2156,05/20/2021  ,0.126,plans,5500,Single Family,Snoqualmie,0,561,,,,,
142,1757266,S,RESI,10111 SE 21st St,98004,Bellevue,520,WA,"2,211,000",5,4,2.5,2940,05/25/2021  ,0.204,KCR,8866,Single Family,Bellevue,83,562,,,,,
142,1763472,S,RESI,1220 SW 10th St,98045,North Bend,540,WA,"923,000",3,4,2.75,2020,05/28/2021  ,0.256,Realist,11131,Single Family,Snoqualmie,0,563,,,,,
142,1754760,S,RESI,1235 11th Ct SW,98045,North Bend,540,WA,"981,000",3,4,2.5,2510,05/20/2021  ,0.243,Tax Records,10566,Single Family,Snoqualmie,0,564,,,,,
142,1756042,S,RESI,1125 SE 11th Place,98045,North Bend,540,WA,"1,018,000",5,4,2.5,2690,05/21/2021  ,0.186,Realist,8096,Single Family,Snoqualmie,0,565,,,,,
142,1687023,S,RESI,1794 Granite (Lot 31) Wy SE,98045,North Bend,540,WA,"1,024,570",76,4,2.75,3261,05/29/2021  ,0.236,KCR,10291,Single Family,Snoqualmie,0,566,,,,,
142,1668034,S,RESI,1099 SE 14th Place SE,98045,North Bend,540,WA,"1,061,699",28,4,2.75,3254,05/18/2021  ,0.17,Recorded Plat Map,7400,Single Family,Snoqualmie,0,567,,,,,
142,1761147,S,RESI,3079 SE 16th St,98045,North Bend,540,WA,"1,075,000",1,4,2.5,2760,05/25/2021  ,0.138,Realist,5992,Single Family,Snoqualmie,0,568,,,,,
142,1746203,S,RESI,1539 Stilson Ave SE,98045,North Bend,540,WA,"1,080,000",2,4,2.75,2644,04/30/2021  ,0.172,Public Records,7514,Single Family,Snoqualmie,0,569,,,,,
142,1663748,S,RESI,1736 Tanner Falls (Lot 40) Wy S,98045,North Bend,540,WA,"1,096,350",22,4,2.5,3520,05/16/2021  ,0.181,KCR,7875,Single Family,Snoqualmie,0,570,,,,,
142,1756936,S,RESI,13892 473rd Ct SE,98045,North Bend,540,WA,"1,125,000",1,4,2.5,2570,05/26/2021  ,0.465,Realist,20235,Single Family,Snoqualmie,0,571,,,,,
142,1762461,S,RESI,1776 Tannerwood Wy SE,98045,North Bend,540,WA,"1,150,000",5,4,2.5,3244,05/27/2021  ,0.204,Realist,8872,Single Family,Snoqualmie,0,572,,,,,
143,1749388,S,RESI,3239 111th Ave SE,98004,Bellevue,520,WA,"2,345,000",4,4,2.5,3117,04/30/2021  ,0.302,Tax Records,13153,Single Family,Bellevue,83,573,,,,,
143,1755092,S,RESI,12844 456th Dr SE,98045,North Bend,540,WA,"1,200,000",2,4,2.5,2730,05/05/2021  ,0.813,Tax Records,35418,Single Family,Snoqualmie,0,574,,,,,
143,1753579,S,RESI,1178 SE 13th Place,98045,North Bend,540,WA,"1,250,000",3,4,2.75,3156,05/07/2021  ,0.223,Builder Plans,9714,Single Family,Snoqualmie,0,575,,,,,
143,1763182,S,RESI,46920 SE 130th St,98045,North Bend,540,WA,"1,276,000",5,4,2.5,2730,05/25/2021  ,0.812,Realist,35390,Single Family,Snoqualmie,0,576,,,,,
143,1632366,S,RESI,1417 Salish Ave SE,98045,North Bend,540,WA,"987,400",0,5,2.75,3496,05/18/2021  ,0.173,Recorded Plat Map,7520,Single Family,Snoqualmie,0,577,,,,,
143,1655245,S,RESI,1747 Tanner Falls (Lot 39) Wy S,98045,North Bend,540,WA,"1,093,435",60,5,2.75,3654,05/07/2021  ,0.18,KCR,7839,Single Family,Snoqualmie,0,578,,,,,
143,1753186,S,RESI,356 Vaughan Blvd NE,98045,North Bend,540,WA,"1,170,000",4,5,2.5,2830,05/07/2021  ,0.115,REALIST,5000,Single Family,Snoqualmie,0,579,,,,,
143,1738023,S,RESI,46432 SE Mount Si Road,98045,North Bend,540,WA,"2,200,000",45,5,3,5160,05/20/2021  ,6.67,King County Records,290545,Single Family,Snoqualmie,0,580,,,,,
143,1775194,A,RESI,12230 415th Ave SE,98045,North Bend,540,WA,"875,000",3,3,3.5,2810,05/27/2021  ,0.25,Realist,10872,Single Family,Snoqualmie,0,581,,,,,
143,1749676,S,RESI,312 E Park St,98045,North Bend,540,WA,"675,000",2,3,2.75,1810,05/05/2021  ,0.165,Realist,7200,Single Family,Snoqualmie,0,582,,,,,
143,1530627,S,RESI,3194 SE 14th Wy #68,98045,North Bend,540,WA,"1,131,918",117,5,3.25,3104,05/28/2021  ,0.188,plans,8169,Single Family,Snoqualmie,0,583,,,,,
144,1739317,S,RESI,823 104th Ave SE,98004,Bellevue,520,WA,"3,000,000",2,4,2.75,4740,05/19/2021  ,0.241,Tax record,10500,Single Family,Bellevue,83,584,,,,,
144,1782629,A,RESI,43245 SE 163rd St,98045,North Bend,540,WA,"1,794,900",2,4,4.5,3600,05/28/2021  ,3.757,King County,163651,Single Family,Snoqualmie,0,585,,,,,
144,1770858,A,RESI,44025 SE 80th St,98045,North Bend,540,WA,"2,200,000",17,4,4.5,4761,05/13/2021  ,2.514,Public Records,109520,Single Family,Snoqualmie,0,586,,,,,
144,1749798,S,RESI,17338 Cedar Falls Rd SE,98045,North Bend,540,WA,"5,899,000",7,6,4.5,9520,05/20/2021  ,26.080 ,King County,1136044,Single Family,Snoqualmie,0,587,,,,,
144,1732631,A,RESI,12518 398th Ave SE,98045,North Bend,540,WA,"2,999,999",191,5,6.5,7390,02/19/2021  ,4.978,Realist,216840,Single Family,Snoqualmie,0,588,,,,,
144,1782055,A,RESI,107 4th Ave SE,98047,Pacific,310,WA,"310,000",2,2,1,1170,05/28/2021  ,0.248,Public Records,10800,Single Family,Auburn,0,589,,,,,
144,1760956,S,RESI,208 Hawthorne Ave S,98047,Algona,310,WA,"417,000",1,2,1,870,05/28/2021  ,0.391,public,17032,Single Family,Auburn,0,590,,,,,
144,1756354,S,RESI,105 Eastgate Ave S,98047,Pacific,310,WA,"425,000",4,3,1.5,1396,05/18/2021  ,0.231,King County,10050,Single Family,Auburn,0,591,,,,,
144,1760501,S,RESI,331 4th Ave SE,98047,Pacific,310,WA,"450,000",7,3,2,1494,05/26/2021  ,0.185,Realist,8051,Single Family,Auburn,0,592,,,,,
144,1748538,S,RESI,515 2ND Ave NE,98047,Pacific,310,WA,"400,000",4,4,1.75,1794,05/13/2021  ,0.187,Public Records,8135,Single Family,Auburn,0,593,,,,,
144,1754575,S,RESI,436 Pacific Place S,98047,Pacific,310,WA,"515,000",2,3,2.5,1480,05/14/2021  ,0.184,Realist,7998,Single Family,Auburn,0,594,,,,,
145,1754965,S,RESI,9316 NE 30th St,98004,Clyde Hill,520,WA,"3,100,000",3,4,3,3258,05/12/2021  ,0.458,Public records,19934,Single Family,Bellevue,83,595,,,,,
145,1750243,S,RESI,112 Homer Ave SW,98047,Pacific,310,WA,"579,000",2,3,3,2200,05/17/2021  ,0.174,Realist,7569,Single Family,Auburn,0,596,,,,,
145,1744741,S,RESI,202 Tacoma Blvd N,98047,Pacific,310,WA,"515,000",6,4,2.5,2052,05/06/2021  ,0.173,Public records,7531,Single Family,Auburn,0,597,,,,,
145,1758011,S,RESI,558 S Valentine Ave,98047,Pacific,310,WA,"565,000",5,4,2.5,2860,05/28/2021  ,0.184,realist,7995,Single Family,Auburn,0,598,,,,,
145,1752876,S,RESI,121 Palisades Place,98047,Pacific,310,WA,"710,000",46,4,2.5,2710,05/24/2021  ,0.159,County Assessor,6919,Single Family,Auburn,0,599,,,,,
145,1741513,S,RESI,100 Palisades Place,98047,Pacific,310,WA,"775,000",4,5,2.75,2606,05/03/2021  ,0.14,Plat Map,6078,Single Family,Auburn,0,600,,,,,
145,1760970,S,RESI,8602 307th Ave SE,98050,Preston,540,WA,"526,650",5,1,1.5,760,05/28/2021  ,0.109,KCR,4750,Single Family,Issaquah,0,601,,,,,
145,1754967,S,RESI,8631 308th Ave SE,98050,Issaquah,540,WA,"781,000",8,3,1.5,2000,05/18/2021  ,0.218,KCR,9500,Single Family,Issaquah,80,602,,,,,
145,1748486,S,RESI,6208 308th Ave SE,98050,Preston,540,WA,"1,860,000",6,4,3.25,3820,05/12/2021  ,9.01,Appraisal,392475,Single Family,Issaquah,0,603,,,,,
145,1755834,S,RESI,31827 Cumberland Kanaskat Rd,98051,Ravensdale,300,WA,"505,000",10,3,2,1750,05/13/2021  ,0.41,Public records,17859,Single Family,Enumclaw,0,604,,,,,
145,1770463,S,RESI,32523 342nd Ave SE,98051,Ravensdale,300,WA,"750,000",4,4,2.5,2040,05/25/2021  ,5.033,Realist,219229,Single Family,Enumclaw,0,605,,,,,
146,1754026,S,RESI,10243 NE 27th Place,98004,Bellevue,520,WA,"3,110,000",3,4,2.75,3670,05/20/2021  ,0.152,KCR,6600,Single Family,Bellevue,83,606,,,,,
146,1733125,A,RESI,25424 350th Ave SE,98051,Ravensdale,320,WA,"679,000",64,3,1.75,3060,05/20/2021  ,1.845,MLS,80353,Single Family,Enumclaw,0,607,,,,,
146,1751371,S,RESI,25119 SE 262nd St,98051,Ravensdale,320,WA,"850,000",7,3,2,2000,05/12/2021  ,4.94,KCR,215186,Single Family,Tahoma,0,608,,,,,
146,1758953,S,RESI,30621 SE 280th St,98051,Ravensdale,320,WA,"747,850",4,3,2.5,2110,05/19/2021  ,1.29,County Records,56192,Single Family,Tahoma,0,609,,,,,
146,1768972,S,RESI,25005 265th Ave SE,98051,Ravensdale,320,WA,"1,100,000",4,3,2.5,2460,05/14/2021  ,5.57,Public Records,242629,Single Family,Tahoma,0,610,,,,,
146,1773666,A,RESI,34125 SE 327th Place,98051,Ravensdale,320,WA,"859,900",17,4,3,3410,05/13/2021  ,19.260 ,KCR,838965,Single Family,Enumclaw,0,611,,,,,
146,1780174,A,RESI,26037 Landsburg Rd SE,98051,Ravensdale,320,WA,"1,185,000",4,4,2.75,3280,05/26/2021  ,2.41,Realist,104980,Single Family,Tahoma,0,612,,,,,
146,1770740,S,RESI,32523 342nd Ave SE,98051,Ravensdale,320,WA,"750,000",4,4,2.5,2040,05/25/2021  ,5.033,Realist,219229,Single Family,Enumclaw,0,613,,,,,
146,1736965,S,RESI,30217 SE Retreat-Kanaskat Rd,98051,Ravensdale,320,WA,"1,500,000",3,4,2.5,4364,05/13/2021  ,14.870 ,Public Records,647737,Single Family,Tahoma,0,614,,,,,
146,1744571,S,RESI,26006 SE Kent Kangley Rd,98051,Ravensdale,320,WA,"888,000",5,5,3.5,3650,05/10/2021  ,0.992,Public Records,43200,Single Family,Tahoma,0,615,,,,,
146,1534845,A,RESI,315 312th Wy SE,98051,Ravensdale,320,WA,"1,989,999",561,4,3.5,,11/17/2020  ,19.760 ,County,860746,Single Family,Enumclaw,0,616,,,,,
147,1733681,S,RESI,1228 109th Ave SE,98004,Bellevue,520,WA,"1,999,950",30,5,3,4360,05/21/2021  ,0.344,Realist,14971,Single Family,Bellevue,83,617,,,,,
147,1734452,S,RESI,26221 Landsburg Rd SE,98051,Ravensdale,320,WA,"1,190,000",39,4,3.25,4260,05/18/2021  ,2.22,Realist,96703,Single Family,Tahoma,0,618,,,,,
147,1762220,S,RESI,29816 SE Lake Retreat North Dr,98051,Ravensdale,320,WA,"1,925,000",2,4,4,4274,05/27/2021  ,5.077,King County,221173,Single Family,Tahoma,0,619,,,,,
147,1753516,S,RESI,15309 NE 63rd Ct,98052,Redmond,530,WA,"1,050,000",1,3,1.75,1450,05/11/2021  ,0.22,Realist - Buyer to Verify,9583,Single Family,Lake Washin,85,620,,,,,
147,1749191,S,RESI,7003 151st Ave NE,98052,Redmond,530,WA,"1,050,000",1,3,1.75,1640,05/05/2021  ,0.258,KCR,11240,Single Family,Lake Washin,85,621,,,,,
147,1757084,S,RESI,2503 174th Ave NE,98052,Redmond,530,WA,"800,000",2,2,2.25,2050,05/05/2021  ,0.067,Realist - Buyer to Verify,2905,Single Family,Lake Washin,85,622,,,,,
147,1768340,S,RESI,18108 NE 31st St,98052,Redmond,530,WA,"1,445,000",2,3,2.5,2250,05/28/2021  ,0.318,County records,13865,Single Family,Lake Washin,85,623,,,,,
147,1731653,S,RESI,17605 NE 30th Place,98052,Redmond,530,WA,"1,260,000",1,4,2.75,2320,05/18/2021  ,0.314,KCR,13668,Single Family,Lake Washin,85,624,,,,,
147,1758331,S,RESI,16212 NE 57th St,98052,Redmond,530,WA,"1,307,000",5,4,2.75,2390,05/28/2021  ,0.219,Realist,9558,Single Family,Lake Washin,85,625,,,,,
147,1738209,S,RESI,16726 NE 41st St,98052,Redmond,530,WA,"1,583,000",6,4,2.5,2460,05/04/2021  ,0.22,KCR,9600,Single Family,Lake Washin,85,626,,,,,
147,1749638,S,RESI,2608 W Lake Sammamish Pkwy,98052,Redmond,530,WA,"3,555,000",5,4,2.5,3460,05/14/2021  ,0.241,KCR,10502,Single Family,Lake Washin,85,627,,,,,
